ID,Name,Evolves_from,Type1,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed
396,Starly,,Normal,40,55,30,30,30,60
397,Staravia,Starly,Normal,55,75,50,40,40,80
398,Staraptor,Staravia,Normal,85,120,70,50,60,100
399,Bidoof,,Normal,59,45,40,35,40,31
400,Bibarel,Bidoof,Normal,79,85,60,55,60,71
401,Kricketot,,Bug,37,25,41,25,41,25
402,Kricketune,Kricketot,Bug,77,85,51,55,51,65
403,Shinx,,Electric,45,65,34,40,34,45
404,Luxio,Shinx,Electric,60,85,49,60,49,60
405,Luxray,Luxio,Electric,80,120,79,95,79,70
406,Budew,,Grass,40,30,35,50,70,55
407,Roserade,Roselia,Grass,60,70,65,125,105,90
408,Cranidos,,Rock,67,125,40,30,30,58
409,Rampardos,Cranidos,Rock,97,165,60,65,50,58
410,Shieldon,,Rock,30,42,118,42,88,30
411,Bastiodon,Shieldon,Rock,60,52,168,47,138,30
412,Burmy Plant Cloak,,Bug,40,29,45,29,45,36
412,Burmy Sandy Cloak,,Bug,40,29,45,29,45,36
412,Burmy Trash Cloak,,Bug,40,29,45,29,45,36
413,Wormadam Plant Cloak,Burmy,Bug,60,59,85,79,105,36
413,Wormadam Sandy Cloak,Burmy,Bug,60,79,105,59,85,36
413,Wormadam Trash Cloak,Burmy,Bug,60,69,95,69,95,36
414,Mothim,Burmy,Bug,70,94,50,94,50,66
415,Combee,,Bug,30,30,42,30,42,70
416,Vespiquen,Combee,Bug,70,80,102,80,102,40
417,Pachirisu,,Electric,60,45,70,45,90,95
418,Buizel,,Water,55,65,35,60,30,85
419,Floatzel,Buizel,Water,85,105,55,85,50,115
420,Cherubi,,Grass,45,35,45,62,53,35
421,Cherrim,Cherubi,Grass,70,60,70,87,78,85
422,Shellos,,Water,76,48,48,57,62,34
423,Gastrodon,Shellos,Water,111,83,68,92,82,39
424,Ambipom,Aipom,Normal,75,100,66,60,66,115
425,Drifloon,,Ghost,90,50,34,60,44,70
426,Drifblim,Drifloon,Ghost,150,80,44,90,54,80
427,Buneary,,Normal,55,66,44,44,56,85
428,Mega Lopunny,Lopunny,Normal,65,136,94,54,96,135
428,Lopunny,Buneary,Normal,65,76,84,54,96,105
429,Mismagius,Misdreavus,Ghost,60,60,60,105,105,105
430,Honchkrow,Murkrow,Dark,100,125,52,105,52,71
431,Glameow,,Normal,49,55,42,42,37,85
432,Purugly,Glameow,Normal,71,82,64,64,59,112
433,Chingling,,Psychic,45,30,50,65,50,45
434,Stunky,,Poison,63,63,47,41,41,74
435,Skuntank,Stunky,Poison,103,93,67,71,61,84
436,Bronzor,,Steel,57,24,86,24,86,23
437,Bronzong,Bronzor,Steel,67,89,116,79,116,33
438,Bonsly,,Rock,50,80,95,10,45,10
439,Mime Jr.,,Psychic,20,25,45,70,90,60
440,Happiny,,Normal,100,5,5,15,65,30
441,Chatot,,Normal,76,65,45,92,42,91
442,Spiritomb,,Ghost,50,92,108,92,108,35
443,Gible,,Dragon,58,70,45,40,45,42
444,Gabite,Gible,Dragon,68,90,65,50,55,82
445,Garchomp,Gabite,Dragon,108,130,95,80,85,102
445,Mega Garchomp,Garchomp,Dragon,108,170,115,120,95,92
446,Munchlax,,Normal,135,85,40,40,85,5
447,Riolu,,Fighting,40,70,40,35,40,60
448,Mega Lucario,Lucario,Fighting,70,145,88,140,70,112
448,Lucario,Riolu,Fighting,70,110,70,115,70,90
449,Hippopotas,,Ground,68,72,78,38,42,32
450,Hippowdon,Hippopotas,Ground,108,112,118,68,72,47
451,Skorupi,,Poison,40,50,90,30,55,65
452,Drapion,Skorupi,Poison,70,90,110,60,75,95
453,Croagunk,,Poison,48,61,40,61,40,50
454,Toxicroak,Croagunk,Poison,83,106,65,86,65,85
455,Carnivine,,Grass,74,100,72,90,72,46
456,Finneon,,Water,49,49,56,49,61,66
457,Lumineon,Finneon,Water,69,69,76,69,86,91
458,Mantyke,,Water,45,20,50,60,120,50
459,Snover,,Grass,60,62,50,62,60,40
460,Abomasnow,Snover,Grass,90,92,75,92,85,60
460,Mega Abomasnow,Abomasnow,Grass,90,132,105,132,105,30
461,Weavile,Sneasel,Dark,70,120,65,45,85,125
462,Magnezone,Magneton,Electric,70,70,115,130,90,60
463,Lickilicky,Lickitung,Normal,110,85,95,80,95,50
464,Rhyperior,Rhydon,Ground,115,140,130,55,55,40
465,Tangrowth,Tangela,Grass,100,100,125,110,50,50
466,Electivire,Electabuzz,Electric,75,123,67,95,85,95
467,Magmortar,Magmar,Fire,75,95,67,125,95,83
468,Togekiss,Togetic,Fairy,85,50,95,120,115,80
469,Yanmega,Yanma,Bug,86,76,86,116,56,95
470,Leafeon,Eevee,Grass,65,110,130,60,65,95
471,Glaceon,Eevee,Ice,65,60,110,130,95,65
472,Gliscor,Gligar,Ground,75,95,125,45,75,95
473,Mamoswine,Piloswine,Ice,110,130,80,70,60,80
474,Porygon-Z,Porygon2,Normal,85,80,70,135,75,90
475,Gallade,Kirlia,Psychic,68,125,65,65,115,80
475,Mega Gallade,Gallade,Psychic,68,165,95,65,115,110
476,Probopass,Nosepass,Rock,60,55,145,75,150,40
477,Dusknoir,Dusclops,Ghost,45,100,135,65,135,45
478,Froslass,Snorunt,Ice,70,80,70,80,70,110
479,Fan Rotom,,Electric,50,65,107,105,107,86
479,Frost Rotom,,Electric,50,65,107,105,107,86
479,Wash Rotom,,Electric,50,65,107,105,107,86
479,Heat Rotom,,Electric,50,65,107,105,107,86
479,Rotom,,Electric,50,50,77,95,77,91
479,Mow Rotom,,Electric,50,65,107,105,107,86
480,Uxie,,Psychic,75,75,130,75,130,95
481,Mesprit,,Psychic,80,105,105,105,105,80
482,Azelf,,Psychic,75,125,70,125,70,115
483,Dialga,,Steel,100,120,120,150,100,90
483,Dialga Origin Forme,,Steel,100,100,120,150,120,90
484,Palkia Origin Forme,,Water,90,100,100,150,120,120
484,Palkia,,Water,90,120,100,150,120,100
485,Heatran,,Fire,91,90,106,130,106,77
486,Regigigas,,Normal,110,160,110,80,110,100
487,Giratina Origin Forme,,Ghost,150,120,100,120,100,90
487,Giratina Altered Forme,,Ghost,150,100,120,100,120,90
488,Cresselia,,Psychic,120,70,120,75,130,85
489,Phione,,Water,80,80,80,80,80,80
490,Manaphy,,Water,100,100,100,100,100,100
491,Darkrai,,Dark,70,90,90,135,90,125
492,Shaymin Land Forme,,Grass,100,100,100,100,100,100
492,Shaymin Sky Forme,,Grass,100,103,75,120,75,127
493,Arceus,,Normal,120,120,120,120,120,120
494,Victini,,Psychic,100,100,100,100,100,100
495,Snivy,,Grass,45,45,55,45,55,63
496,Servine,Snivy,Grass,60,60,75,60,75,83
497,Serperior,Servine,Grass,75,75,95,75,95,113
498,Tepig,,Fire,65,63,45,45,45,45
499,Pignite,Tepig,Fire,90,93,55,70,55,55
500,Emboar,Pignite,Fire,110,123,65,100,65,65
501,Oshawott,,Water,55,55,45,63,45,45
502,Dewott,Oshawott,Water,75,75,60,83,60,60
503,Samurott,Dewott,Water,95,100,85,108,70,70
503,Hisuian Samurott,Dewott,Water,90,108,80,100,65,85
504,Patrat,,Normal,45,55,39,35,39,42
505,Watchog,Patrat,Normal,60,85,69,60,69,77
506,Lillipup,,Normal,45,60,45,25,45,55
507,Herdier,Lillipup,Normal,65,80,65,35,65,60
508,Stoutland,Herdier,Normal,85,110,90,45,90,80
509,Purrloin,,Dark,41,50,37,50,37,66
510,Liepard,Purrloin,Dark,64,88,50,88,50,106
511,Pansage,,Grass,50,53,48,53,48,64
512,Simisage,Pansage,Grass,75,98,63,98,63,101
513,Pansear,,Fire,50,53,48,53,48,64
514,Simisear,Pansear,Fire,75,98,63,98,63,101
515,Panpour,,Water,50,53,48,53,48,64
516,Simipour,Panpour,Water,75,98,63,98,63,101
517,Munna,,Psychic,76,25,45,67,55,24
518,Musharna,Munna,Psychic,116,55,85,107,95,29
519,Pidove,,Normal,50,55,50,36,30,43
520,Tranquill,Pidove,Normal,62,77,62,50,42,65
521,Unfezant,Tranquill,Normal,80,115,80,65,55,93
522,Blitzle,,Electric,45,60,32,50,32,76
523,Zebstrika,Blitzle,Electric,75,100,63,80,63,116
524,Roggenrola,,Rock,55,75,85,25,25,15
525,Boldore,Roggenrola,Rock,70,105,105,50,40,20
526,Gigalith,Boldore,Rock,85,135,130,60,80,25
527,Woobat,,Psychic,65,45,43,55,43,72
528,Swoobat,Woobat,Psychic,67,57,55,77,55,114
529,Drilbur,,Ground,60,85,40,30,45,68
530,Excadrill,Drilbur,Ground,110,135,60,50,65,88
531,Mega Audino,Audino,Normal,103,60,126,80,126,50
531,Audino,,Normal,103,60,86,60,86,50
532,Timburr,,Fighting,75,80,55,25,35,35
533,Gurdurr,Timburr,Fighting,85,105,85,40,50,40
534,Conkeldurr,Gurdurr,Fighting,105,140,95,55,65,45
535,Tympole,,Water,50,50,40,50,40,64
536,Palpitoad,Tympole,Water,75,65,55,65,55,69
537,Seismitoad,Palpitoad,Water,105,95,75,85,75,74
538,Throh,,Fighting,120,100,85,30,85,45
539,Sawk,,Fighting,75,125,75,30,75,85
540,Sewaddle,,Bug,45,53,70,40,60,42
541,Swadloon,Sewaddle,Bug,55,63,90,50,80,42
542,Leavanny,Swadloon,Bug,75,103,80,70,80,92
543,Venipede,,Bug,30,45,59,30,39,57
544,Whirlipede,Venipede,Bug,40,55,99,40,79,47
545,Scolipede,Whirlipede,Bug,60,100,89,55,69,112
546,Cottonee,,Grass,40,27,60,37,50,66
547,Whimsicott,Cottonee,Grass,60,67,85,77,75,116
548,Petilil,,Grass,45,35,50,70,50,30
549,Hisuian Lilligant,Petilil,Grass,70,105,75,50,75,105
549,Lilligant,Petilil,Grass,70,60,75,110,75,90
550,Basculin White-Striped Form,,Water,70,92,65,80,55,98
550,Basculin Blue-Striped Form,,Water,70,92,65,80,55,98
550,Basculin Red-Striped Form,,Water,70,92,65,80,55,98
551,Sandile,,Ground,50,72,35,35,35,65
552,Krokorok,Sandile,Ground,60,82,45,45,45,74
553,Krookodile,Krokorok,Ground,95,117,80,65,70,92
554,Galarian Darumaka,,Ice,70,90,45,15,45,50
554,Darumaka,,Fire,70,90,45,15,45,50
555,Darmanitan Standard Mode,Darumaka,Fire,105,140,55,30,55,95
555,Darmanitan Galarian Zen Mode,Darumaka,Ice,105,160,55,30,55,135
555,Darmanitan Galarian Standard Mode,Darumaka,Ice,105,140,55,30,55,95
555,Darmanitan Zen Mode,Darumaka,Fire,105,30,105,140,105,55
556,Maractus,,Grass,75,86,67,106,67,60
557,Dwebble,,Bug,50,65,85,35,35,55
558,Crustle,Dwebble,Bug,70,105,125,65,75,45
559,Scraggy,,Dark,50,75,70,35,70,48
560,Scrafty,Scraggy,Dark,65,90,115,45,115,58
561,Sigilyph,,Psychic,72,58,80,103,80,97
562,Galarian Yamask,,Ground,38,55,85,30,65,30
562,Yamask,,Ghost,38,30,85,55,65,30
563,Cofagrigus,Yamask,Ghost,58,50,145,95,105,30
564,Tirtouga,,Water,54,78,103,53,45,22
565,Carracosta,Tirtouga,Water,74,108,133,83,65,32
566,Archen,,Rock,55,112,45,74,45,70
567,Archeops,Archen,Rock,75,140,65,112,65,110
568,Trubbish,,Poison,50,50,62,40,62,65
569,Garbodor Gigantamax,Garbodor,Poison,,,,,,
569,Garbodor,Trubbish,Poison,80,95,82,60,82,75
570,Zorua,,Dark,40,65,40,80,40,65
570,Hisuian Zorua,,Normal,35,60,40,85,40,70
571,Zoroark,Zorua,Dark,60,105,60,120,60,105
571,Hisuian Zoroark,Zorua,Normal,55,100,60,125,60,110
572,Minccino,,Normal,55,50,40,40,40,75
573,Cinccino,Minccino,Normal,75,95,60,65,60,115
574,Gothita,,Psychic,45,30,50,55,65,45
575,Gothorita,Gothita,Psychic,60,45,70,75,85,55
576,Gothitelle,Gothorita,Psychic,70,55,95,95,110,65
577,Solosis,,Psychic,45,30,40,105,50,20
578,Duosion,Solosis,Psychic,65,40,50,125,60,30
579,Reuniclus,Duosion,Psychic,110,65,75,125,85,30
580,Ducklett,,Water,62,44,50,44,50,55
581,Swanna,Ducklett,Water,75,87,63,87,63,98
582,Vanillite,,Ice,36,50,50,65,60,44
583,Vanillish,Vanillite,Ice,51,65,65,80,75,59
584,Vanilluxe,Vanillish,Ice,71,95,85,110,95,79
585,Deerling,,Normal,60,60,50,40,50,75
586,Sawsbuck,Deerling,Normal,80,100,70,60,70,95
587,Emolga,,Electric,55,75,60,75,60,103
588,Karrablast,,Bug,50,75,45,40,45,60
589,Escavalier,Karrablast,Bug,70,135,105,60,105,20
590,Foongus,,Grass,69,55,45,55,55,15
591,Amoonguss,Foongus,Grass,114,85,70,85,80,30
592,Frillish,,Water,55,40,50,65,85,40
593,Jellicent,Frillish,Water,100,60,70,85,105,60
594,Alomomola,,Water,165,75,80,40,45,65
595,Joltik,,Bug,50,47,50,57,50,65
596,Galvantula,Joltik,Bug,70,77,60,97,60,108
597,Ferroseed,,Grass,44,50,91,24,86,10
598,Ferrothorn,Ferroseed,Grass,74,94,131,54,116,20
599,Klink,,Steel,40,55,70,45,60,30
600,Klang,Klink,Steel,60,80,95,70,85,50
601,Klinklang,Klang,Steel,60,100,115,70,85,90
602,Tynamo,,Electric,35,55,40,45,40,60
603,Eelektrik,Tynamo,Electric,65,85,70,75,70,40
604,Eelektross,Eelektrik,Electric,85,115,80,105,80,50
605,Elgyem,,Psychic,55,55,55,85,55,30
606,Beheeyem,Elgyem,Psychic,75,75,75,125,95,40
607,Litwick,,Ghost,50,30,55,65,55,20
608,Lampent,Litwick,Ghost,60,40,60,95,60,55
609,Chandelure,Lampent,Ghost,60,55,90,145,90,80
610,Axew,,Dragon,46,87,60,30,40,57
611,Fraxure,Axew,Dragon,66,117,70,40,50,67
612,Haxorus,Fraxure,Dragon,76,147,90,60,70,97
613,Cubchoo,,Ice,55,70,40,60,40,40
614,Beartic,Cubchoo,Ice,95,130,80,70,80,50
615,Cryogonal,,Ice,80,50,50,95,135,105
616,Shelmet,,Bug,50,40,85,40,65,25
617,Accelgor,Shelmet,Bug,80,70,40,100,60,145
618,Stunfisk,,Ground,109,66,84,81,99,32
618,Galarian Stunfisk,,Ground,109,81,99,66,84,32
619,Mienfoo,,Fighting,45,85,50,55,50,65
620,Mienshao,Mienfoo,Fighting,65,125,60,95,60,105
621,Druddigon,,Dragon,77,120,90,60,90,48
622,Golett,,Ground,59,74,50,35,50,35
623,Golurk,Golett,Ground,89,124,80,55,80,55
624,Pawniard,,Dark,45,85,70,40,40,60
625,Bisharp,Pawniard,Dark,65,125,100,60,70,70
626,Bouffalant,,Normal,95,110,95,40,95,55
627,Rufflet,,Normal,70,83,50,37,50,60
628,Hisuian Braviary,Rufflet,Psychic,110,83,70,112,70,65
628,Braviary,Rufflet,Normal,100,123,75,57,75,80
629,Vullaby,,Dark,70,55,75,45,65,60
630,Mandibuzz,Vullaby,Dark,110,65,105,55,95,80
631,Heatmor,,Fire,85,97,66,105,66,65
632,Durant,,Bug,58,109,112,48,48,109
633,Deino,,Dark,52,65,50,45,50,38
634,Zweilous,Deino,Dark,72,85,70,65,70,58
635,Hydreigon,Zweilous,Dark,92,105,90,125,90,98
636,Larvesta,,Bug,55,85,55,50,55,60
637,Volcarona,Larvesta,Bug,85,60,65,135,105,100
638,Cobalion,,Steel,91,90,129,90,72,108
639,Terrakion,,Rock,91,129,90,72,90,108
640,Virizion,,Grass,91,90,72,90,129,108
641,Tornadus Incarnate Forme,,Flying,79,115,70,125,80,111
641,Tornadus Therian Forme,,Flying,79,100,80,110,90,121
642,Thundurus Therian Forme,,Electric,79,105,70,145,80,101
642,Thundurus Incarnate Forme,,Electric,79,115,70,125,80,111
643,Reshiram,,Dragon,100,120,100,150,120,90
644,Zekrom,,Dragon,100,150,120,120,100,90
645,Landorus Incarnate Forme,,Ground,89,125,90,115,80,101
645,Landorus Therian Forme,,Ground,89,145,90,105,80,91
646,Kyurem,,Dragon,125,130,90,130,90,95
646,Black Kyurem,,Dragon,125,170,100,120,90,95
646,White Kyurem,,Dragon,125,120,90,170,100,95
647,Keldeo Resolute Form,,Water,91,72,90,129,90,108
647,Keldeo Ordinary Form,,Water,91,72,90,129,90,108
648,Meloetta Pirouette Forme,,Normal,100,128,90,77,77,128
648,Meloetta Aria Forme,,Normal,100,77,77,128,128,90
649,Genesect,,Bug,71,120,95,120,95,99
650,Chespin,,Grass,56,61,65,48,45,38
651,Quilladin,Chespin,Grass,61,78,95,56,58,57
652,Chesnaught,Quilladin,Grass,88,107,122,74,75,64
653,Fennekin,,Fire,40,45,40,62,60,60
654,Braixen,Fennekin,Fire,59,59,58,90,70,73
655,Delphox,Braixen,Fire,75,69,72,114,100,104
656,Froakie,,Water,41,56,40,62,44,71
657,Frogadier,Froakie,Water,54,63,52,83,56,97
658,Greninja,Frogadier,Water,72,95,67,103,71,122
658,Ash-Greninja,Frogadier,Water,72,145,67,153,71,132
659,Bunnelby,,Normal,38,36,38,32,36,57
660,Diggersby,Bunnelby,Normal,85,56,77,50,77,78
661,Fletchling,,Normal,45,50,43,40,38,62
662,Fletchinder,Fletchling,Fire,62,73,55,56,52,84
663,Talonflame,Fletchinder,Fire,78,81,71,74,69,126
664,Scatterbug,,Bug,38,35,40,27,25,35
665,Spewpa,Scatterbug,Bug,45,22,60,27,30,29
666,Vivillon,Spewpa,Bug,80,52,50,90,50,89
667,Litleo,,Fire,62,50,58,73,54,72
668,Pyroar,Litleo,Fire,86,68,72,109,66,106
669,Flabébé,,Fairy,44,38,39,61,79,42
670,Floette,Flabebe,Fairy,54,45,47,75,98,52
671,Florges,Floette,Fairy,78,65,68,112,154,75
672,Skiddo,,Grass,66,65,48,62,57,52
673,Gogoat,Skiddo,Grass,123,100,62,97,81,68
674,Pancham,,Fighting,67,82,62,46,48,43
675,Pangoro,Pancham,Fighting,95,124,78,69,71,58
676,Furfrou,,Normal,75,80,60,65,90,102
677,Espurr,,Psychic,62,48,54,63,60,68
678,Meowstic Female,Espurr,Psychic,74,48,76,83,81,104
678,Meowstic Male,Espurr,Psychic,74,48,76,83,81,104
679,Honedge,,Steel,45,80,100,35,37,28
680,Doublade,Honedge,Steel,59,110,150,45,49,35
681,Aegislash Blade Forme,Doublade,Steel,60,140,50,140,50,60
681,Aegislash Shield Forme,Doublade,Steel,60,50,140,50,140,60
682,Spritzee,,Fairy,78,52,60,63,65,23
683,Aromatisse,Spritzee,Fairy,101,72,72,99,89,29
684,Swirlix,,Fairy,62,48,66,59,57,49
685,Slurpuff,Swirlix,Fairy,82,80,86,85,75,72
686,Inkay,,Dark,53,54,53,37,46,45
687,Malamar,Inkay,Dark,86,92,88,68,75,73
688,Binacle,,Rock,42,52,67,39,56,50
689,Barbaracle,Binacle,Rock,72,105,115,54,86,68
690,Skrelp,,Poison,50,60,60,60,60,30
691,Dragalge,Skrelp,Poison,65,75,90,97,123,44
692,Clauncher,,Water,50,53,62,58,63,44
693,Clawitzer,Clauncher,Water,71,73,88,120,89,59
694,Helioptile,,Electric,44,38,33,61,43,70
695,Heliolisk,Helioptile,Electric,62,55,52,109,94,109
696,Tyrunt,,Rock,58,89,77,45,45,48
697,Tyrantrum,Tyrunt,Rock,82,121,119,69,59,71
698,Amaura,,Rock,77,59,50,67,63,46
699,Aurorus,Amaura,Rock,123,77,72,99,92,58
700,Sylveon,Eevee,Fairy,95,65,65,110,130,60
701,Hawlucha,,Fighting,78,92,75,74,63,118
702,Dedenne,,Electric,67,58,57,81,67,101
703,Carbink,,Rock,50,50,150,50,150,50
704,Goomy,,Dragon,45,50,35,55,75,40
705,Hisuian Sliggoo,Goomy,Dragon,58,75,83,83,113,40
705,Sliggoo,Goomy,Dragon,68,75,53,83,113,60
706,Goodra,Sliggoo,Dragon,90,100,70,110,150,80
706,Hisuian Goodra,Sliggoo,Dragon,80,100,100,110,150,60
707,Klefki,,Steel,57,80,91,80,87,75
708,Phantump,,Ghost,43,70,48,50,60,38
709,Trevenant,Phantump,Ghost,85,110,76,65,82,56
710,Pumpkaboo Super Size,,Ghost,59,66,70,44,55,41
710,Pumpkaboo Large Size,,Ghost,54,66,70,44,55,46
710,Pumpkaboo Small Size,,Ghost,44,66,70,44,55,56
710,Pumpkaboo Average Size,,Ghost,49,66,70,44,55,51
711,Gourgeist Super Size,Pumpkaboo,Ghost,85,100,122,58,75,54
711,Gourgeist Large Size,Pumpkaboo,Ghost,75,95,122,58,75,69
711,Gourgeist Small Size,Pumpkaboo,Ghost,55,85,122,58,75,99
711,Gourgeist Average Size,Pumpkaboo,Ghost,65,90,122,58,75,84
712,Bergmite,,Ice,55,69,85,32,35,28
713,Hisuian Avalugg,Bergmite,Ice,95,127,184,34,36,38
713,Avalugg,Bergmite,Ice,95,117,184,44,46,28
714,Noibat,,Flying,40,30,35,45,40,55
715,Noivern,Noibat,Flying,85,70,80,97,80,123
716,Xerneas,,Fairy,126,131,95,131,98,99
717,Yveltal,,Dark,126,131,95,131,98,99
718,Zygarde Complete Forme,,Dragon,216,100,121,91,95,85
718,Zygarde 10% Forme,,Dragon,54,100,71,61,85,115
718,Zygarde 50% Forme,,Dragon,108,100,121,81,95,95
719,Mega Diancie,Diancie,Rock,50,160,110,160,110,110
719,Diancie,,Rock,50,100,150,100,150,50
720,Hoopa Unbound,,Psychic,80,160,60,170,130,80
720,Hoopa Confined,,Psychic,80,110,60,150,130,70
721,Volcanion,,Fire,80,110,120,130,90,70
722,Rowlet,,Grass,68,55,55,50,50,42
723,Dartrix,Rowlet,Grass,78,75,75,70,70,52
724,Hisuian Decidueye,Dartrix,Grass,88,112,80,95,95,60
724,Decidueye,Dartrix,Grass,78,107,75,100,100,70
725,Litten,,Fire,45,65,40,60,40,70
726,Torracat,Litten,Fire,65,85,50,80,50,90
727,Incineroar,Torracat,Fire,95,115,90,80,90,60
728,Popplio,,Water,50,54,54,66,56,40
729,Brionne,Popplio,Water,60,69,69,91,81,50
730,Primarina,Brionne,Water,80,74,74,126,116,60
731,Pikipek,,Normal,35,75,30,30,30,65
732,Trumbeak,Pikipek,Normal,55,85,50,40,50,75
733,Toucannon,Trumbeak,Normal,80,120,75,75,75,60
734,Yungoos,,Normal,48,70,30,30,30,45
735,Gumshoos,Yungoos,Normal,88,110,60,55,60,45
736,Grubbin,,Bug,47,62,45,55,45,46
737,Charjabug,Grubbin,Bug,57,82,95,55,75,36
738,Vikavolt,Charjabug,Bug,77,70,90,145,75,43
739,Crabrawler,,Fighting,47,82,57,42,47,63
740,Crabominable,Crabrawler,Fighting,97,132,77,62,67,43
741,Oricorio Pa'u Style,,Psychic,75,70,70,98,70,93
741,Oricorio Pom-Pom Style,,Electric,75,70,70,98,70,93
741,Oricorio Sensu Style,,Ghost,75,70,70,98,70,93
741,Oricorio Baile Style,,Fire,75,70,70,98,70,93
742,Cutiefly,,Bug,40,45,40,55,40,84
743,Ribombee,Cutiefly,Bug,60,55,60,95,70,124
744,Rockruff,,Rock,45,65,40,30,40,60
744,Own Tempo Rockruff,,Rock,45,65,40,30,40,60
745,Lycanroc Midday Form,Rockruff,Rock,75,115,65,55,65,112
745,Lycanroc Midnight Form,Rockruff,Rock,85,115,75,55,75,82
745,Lycanroc Dusk Form,Rockruff,Rock,75,117,65,55,65,110
746,Wishiwashi Solo Form,,Water,45,20,20,25,25,40
746,Wishiwashi School Form,,Water,45,140,130,140,135,30
747,Mareanie,,Poison,50,53,62,43,52,45
748,Toxapex,Mareanie,Poison,50,63,152,53,142,35
749,Mudbray,,Ground,70,100,70,45,55,45
750,Mudsdale,Mudbray,Ground,100,125,100,55,85,35
751,Dewpider,,Water,38,40,52,40,72,27
752,Araquanid,Dewpider,Water,68,70,92,50,132,42
753,Fomantis,,Grass,40,55,35,50,35,35
754,Lurantis,Fomantis,Grass,70,105,90,80,90,45
755,Morelull,,Grass,40,35,55,65,75,15
756,Shiinotic,Morelull,Grass,60,45,80,90,100,30
757,Salandit,,Poison,48,44,40,71,40,77
758,Salazzle,Salandit,Poison,68,64,60,111,60,117
759,Stufful,,Normal,70,75,50,45,50,50
760,Bewear,Stufful,Normal,120,125,80,55,60,60
761,Bounsweet,,Grass,42,30,38,30,38,32
762,Steenee,Bounsweet,Grass,52,40,48,40,48,62
763,Tsareena,Steenee,Grass,72,120,98,50,98,72
764,Comfey,,Fairy,51,52,90,82,110,100
765,Oranguru,,Normal,90,60,80,90,110,60
766,Passimian,,Fighting,100,120,90,40,60,80
767,Wimpod,,Bug,25,35,40,20,30,80
768,Golisopod,Wimpod,Bug,75,125,140,60,90,40
769,Sandygast,,Ghost,55,55,80,70,45,15
770,Palossand,Sandygast,Ghost,85,75,110,100,75,35
771,Pyukumuku,,Water,55,60,130,30,130,5
772,Type: Null,,Normal,95,95,95,95,95,59
773,Silvally,Type-null,Normal,95,95,95,95,95,95
774,Minior Meteor Form,,Rock,60,60,100,60,100,60
774,Minior Core Form,,Rock,60,100,60,100,60,120
775,Komala,,Normal,65,115,65,75,95,65
776,Turtonator,,Fire,60,78,135,91,85,36
777,Togedemaru,,Electric,65,98,63,40,73,96
778,Mimikyu,,Ghost,55,90,80,50,105,96
779,Bruxish,,Water,68,105,70,70,70,92
780,Drampa,,Normal,78,60,85,135,91,36
781,Dhelmise,,Ghost,70,131,100,86,90,40
782,Jangmo-o,,Dragon,45,55,65,45,45,45
783,Hakamo-o,Jangmo-o,Dragon,55,75,90,65,70,65
784,Kommo-o,Hakamo-o,Dragon,75,110,125,100,105,85
785,Tapu Koko,,Electric,70,115,85,95,75,130
786,Tapu Lele,,Psychic,70,85,75,130,115,95
787,Tapu Bulu,,Grass,70,130,115,85,95,75
788,Tapu Fini,,Water,70,75,115,95,130,85
789,Cosmog,,Psychic,43,29,31,29,31,37
790,Cosmoem,Cosmog,Psychic,43,29,131,29,131,37
791,Solgaleo,Cosmoem,Psychic,137,137,107,113,89,97
792,Lunala,Cosmoem,Psychic,137,113,89,137,107,97
793,Nihilego,,Rock,109,53,47,127,131,103
794,Buzzwole,,Bug,107,139,139,53,53,79
795,Pheromosa,,Bug,71,137,37,137,37,151
796,Xurkitree,,Electric,83,89,71,173,71,83
797,Celesteela,,Steel,97,101,103,107,101,61
798,Kartana,,Grass,59,181,131,59,31,109
799,Guzzlord,,Dark,223,101,53,97,53,43
800,Dusk Mane Necrozma,,Psychic,97,157,127,113,109,77
800,Necrozma,,Psychic,97,107,101,127,89,79
800,Dawn Wings Necrozma,,Psychic,97,113,109,157,127,77
800,Ultra Necrozma,,Psychic,97,167,97,167,97,129
801,Magearna,,Steel,80,95,115,130,115,65
802,Marshadow,,Fighting,90,125,80,90,90,125
803,Poipole,,Poison,67,73,67,73,67,73
804,Naganadel,Poipole,Poison,73,73,73,127,73,121
805,Stakataka,,Rock,61,131,211,53,101,13
806,Blacephalon,,Fire,53,127,53,151,79,107
807,Zeraora,,Electric,88,112,75,102,80,143
808,Meltan,,Steel,46,65,65,55,35,34
809,Melmetal Gigantamax,Melmetal,Steel,,,,,,
809,Melmetal,,Steel,135,143,143,80,65,34
810,Grookey,,Grass,50,65,50,40,40,65
811,Thwackey,Grookey,Grass,70,85,70,55,60,80
812,Rillaboom Gigantamax,Rillaboom,Grass,,,,,,
812,Rillaboom,Thwackey,Grass,100,125,90,60,70,85
813,Scorbunny,,Fire,50,71,40,40,40,69
814,Raboot,Scorbunny,Fire,65,86,60,55,60,94
815,Cinderace Gigantamax,Cinderace,Fire,,,,,,
815,Cinderace,Raboot,Fire,80,116,75,65,75,119
816,Sobble,,Water,50,40,40,70,40,70
817,Drizzile,Sobble,Water,65,60,55,95,55,90
818,Inteleon Gigantamax,Inteleon,Water,,,,,,
818,Inteleon,Drizzile,Water,70,85,65,125,65,120
819,Skwovet,,Normal,70,55,55,35,35,25
